baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000007376.3	37.1039920639826	1.04809860368871	0.505519993236542	2.0733079160299	0.0381436324687074	0.153200582718418
ENSG00000007384.11	59.2212906945994	0.963941383757493	0.457688608327126	2.10610744121586	0.0351950206100037	0.146598315725369
ENSG00000007392.12	146.220713226836	-0.0106854829790058	0.400309832442664	-0.0266930315296122	0.978704571187341	0.990749549945412
ENSG00000007402.7	2.31362790654938	-0.0905730032095776	1.69229268012988	-0.0535208857622823	0.957316890064777	NA
ENSG00000007516.9	18.5338663818597	0.769575068095889	0.66804878683997	1.151974351658	0.249331613042019	0.47579200675417
ENSG00000007520.3	91.2818651145084	0.262082231463171	0.391261486445539	0.669839073209295	0.50296038241042	0.714649404121135
ENSG00000007541.10	63.562719913462	0.919144956923491	0.454090147116929	2.02414644483975	0.0429550860370978	0.163217209850411
ENSG00000007545.11	89.91539621666	0.696000017979708	0.431717815748478	1.6121642253124	0.106926207833897	0.281421926707409
ENSG00000007866.14	54.5855041945594	0.609544560984066	0.461044998474461	1.32209342472204	0.186137043045108	0.395779947879654
ENSG00000007923.11	221.868028429367	-0.566006640487537	0.366275890126793	-1.54530138549825	0.122273380507317	0.306232788437925
ENSG00000007944.10	205.643936543701	1.16146833589864	0.379279330952854	3.06230327126108	0.00219640798333825	0.0391862457424719
ENSG00000007968.6	99.8253031563503	0.289802171227806	0.419976619819982	0.69004358231186	0.490166780443647	0.704453691879475
ENSG00000008018.8	677.760140758636	0.195466442577158	0.31148382143553	0.627533210798285	0.530309773523712	0.735957733544931
ENSG00000008056.8	1.18402125472956	-0.478753916929538	2.29854386620041	-0.20828574297385	0.835005862996511	NA
ENSG00000008083.9	297.576287355689	0.423111119937632	0.368536629266126	1.14808430516169	0.250933762650701	0.477665116821048
ENSG00000008086.6	0.56068762484314	-0.838486968298841	3.39947432005538	-0.246651949494704	0.805177596447484	NA
ENSG00000008128.18	502.025978566184	1.2061179157885	0.327062705837126	3.68772683116348	0.000226266364976458	0.0125492194464239
ENSG00000008130.11	247.045004223901	0.184672028098599	0.366004153142509	0.504562657316883	0.613866043536448	0.790986546113687
ENSG00000008256.11	94.3232781212499	0.650422794114178	0.420720565180578	1.54597337982518	0.122110996960065	0.306169820705131
ENSG00000008277.10	3.84003498478852	0.434871531313762	1.53110168779943	0.284025244553665	0.776391034607476	NA
ENSG00000008282.3	222.965932011055	0.535160111225841	0.364599276718899	1.4678035459693	0.142157594001751	0.337197938138425
ENSG00000008283.11	59.0842489463468	-0.0910020710300957	0.453613191891775	-0.200616015267491	0.840998834289754	0.925983798743883
ENSG00000008294.16	413.084694676373	-0.0096704258752639	0.342113779953959	-0.02826669500587	0.977449443515039	0.990129272731534
ENSG00000008300.10	20.7894251818169	0.891714146329802	0.665629488316457	1.33965541187962	0.180357399877153	0.387234776066189
ENSG00000008311.10	0.408878695788571	-0.672134438989748	4.16367835507138	-0.161428040706143	0.871756282997796	NA
ENSG00000008323.11	4.75024453478033	1.56029100800153	1.19648395257688	1.30406346415354	0.19221194473035	NA
ENSG00000008324.6	52.6694599582171	1.10114268051183	0.482077618860257	2.28416055305613	0.0223620969299229	0.116076086954166
ENSG00000008382.11	21.0484662149808	0.28368935061755	1.8962160069316	0.149608140412551	0.881073785353592	0.946794087651606
ENSG00000008394.8	41.753072993058	-0.780862342240246	0.559276953480418	-1.39619974930289	0.162654352194495	0.365125165957393
ENSG00000008405.7	190.294216073752	1.07891478014064	0.407468489450796	2.64784838109777	0.00810058468132325	0.0732895016124229
ENSG00000008441.12	78.5470187212874	-0.405317780614872	0.406771019607339	-0.996427378248652	0.319042536027426	0.551315325245598
ENSG00000008513.10	47.8722146056179	1.11201041318062	0.513165571976298	2.16696223189342	0.0302377340630525	0.136735972414374
ENSG00000008516.12	0.440142476844045	2.4625389610567	3.90385632776197	0.630796513576729	0.528173583302265	NA
ENSG00000008517.12	0.730318585362866	-1.60527842780206	2.98015230163651	-0.538656506555233	0.590123889772336	NA
ENSG00000008710.13	518.698424267111	0.505674650025295	0.348049312448942	1.45288219783361	0.146256464513423	0.341952627814415
ENSG00000008735.10	15.5344190444075	1.85198561993908	0.72685464090616	2.54794496136151	0.0108359565407214	0.0848457273688928
ENSG00000008838.13	221.699520748886	-0.0633470621439475	0.354836328701371	-0.178524736674469	0.858310896169073	0.934919459933077
ENSG00000008853.12	4.75246653446763	0.491361343300719	1.18515685391102	0.414596044126334	0.678437644572977	NA
ENSG00000008869.7	81.4568623804332	0.120799440981884	0.456690075469706	0.264510764455833	0.791386371271625	0.9005258222622
ENSG00000008952.12	251.798524956396	0.300100753626697	0.33356531410109	0.899676138196279	0.368292625508765	0.602470183603377
ENSG00000008988.5	2176.94510536077	0.662139197755611	0.311263413851157	2.12726317418159	0.0333982227149733	0.142737687161
ENSG00000009307.11	1520.22768449059	0.017464351369221	0.320785511370487	0.0544424568759614	0.956582653297782	0.981593215745629
ENSG00000009335.13	434.371726165479	0.463639603179931	0.339277214312235	1.36655096075284	0.171766097188818	0.374762393866512
ENSG00000009413.11	109.794450875427	0.00188822103521631	0.392206910614181	0.00481434922260659	0.996158719923813	0.99840035327428
ENSG00000009694.9	117.802419351343	0.0686108203053844	0.376443336824303	0.182260684660244	0.855378150954954	0.933045344133069
ENSG00000009724.12	0.320021436025994	-2.14547523066074	4.94885733102496	-0.433529416419121	0.664630200225034	NA
ENSG00000009765.10	67.4338831084527	1.97636799367687	0.491664920982954	4.01974578484397	5.82609728843357e-05	0.00527580036808068
ENSG00000009780.11	35.3535643907929	0.227097327233857	0.528533630892191	0.429674317697638	0.667432567941893	0.82726631609637
ENSG00000009830.7	32.5946400484886	-0.487521505170732	0.541408917643872	-0.90046818455143	0.36787114918104	0.602470183603377
ENSG00000009844.11	201.91325882736	0.210335047510884	0.347297857735993	0.605633011623053	0.544758476133662	0.745247853093353
ENSG00000009950.11	30.5948058298717	0.153157785891775	0.577632653418391	0.265147382138801	0.790895927467305	0.900157849005881
ENSG00000009954.6	781.398076591663	0.44919535665813	0.311409037424347	1.44246088801214	0.14917239766367	0.346514713779631
ENSG00000010017.9	308.220016836403	-0.139722080789938	0.34343744765072	-0.406834146205388	0.684129805757459	0.837203976139484
ENSG00000010072.11	124.819758362112	1.65743063781744	0.406290107394271	4.0794265172916	4.51469376356855e-05	0.00434378035680488
ENSG00000010165.15	131.456900845905	0.58095152572989	0.373913383200714	1.55370615717715	0.120254523721226	0.303338658150732
ENSG00000010219.9	28.9710197142606	1.205927605893	0.567127157002071	2.12637957996534	0.0334716666335814	0.142782656349058
ENSG00000010244.12	1117.61665676057	0.830564423636771	0.314385578162892	2.64186553495921	0.0082450782647598	0.0742263687393915
ENSG00000010256.6	242.972611897427	-0.150237851397174	0.395858380108408	-0.379524241361344	0.70429860639256	0.85046187611903
ENSG00000010270.9	59.8896887382761	-0.050893306978529	0.466744653816296	-0.10903886431779	0.913171664826309	0.961909859253988
ENSG00000010278.7	0.888952668974564	-2.45630921028085	2.9456439482007	-0.833878518067756	0.404349443656458	NA
ENSG00000010292.8	587.823604914222	0.626116471890726	0.366992865542366	1.70607259889211	0.0879945635351321	0.249665459887989
ENSG00000010295.15	1.60936712196807	1.35370382910572	2.07445991635575	0.652557235949783	0.514041762432879	NA
ENSG00000010310.4	97.9990914600637	-0.439161954975586	0.399178926326842	-1.10016317498686	0.271261032221052	0.499505960904657
ENSG00000010318.15	36.6988137429111	0.145211569195731	0.523758878231724	0.277248893013486	0.781588999274405	0.8947628870903
ENSG00000010319.2	0.322772392597606	-1.94733300794908	4.93178033311271	-0.394853962751421	0.692950667389518	NA
ENSG00000010322.11	165.099400729565	0.914485030773548	0.396751075565821	2.30493396765055	0.0211702718767625	0.113047992935576
ENSG00000010327.6	22.0514417311224	0.903903185920448	1.2341323281808	0.732419988748588	0.463912262085156	0.684435725113588
ENSG00000010361.9	6.96339340871576	-0.160238834945266	1.06677288304438	-0.150208950276251	0.880599764713808	NA
ENSG00000010379.11	1.35020844521223	1.36205713306539	2.20619220186974	0.6173791802505	0.536984651231155	NA
ENSG00000010404.13	213.156754167049	0.70564749502526	0.413096224649577	1.70819158568648	0.0876007993002868	0.248810282883471
ENSG00000010438.12	5.32101849032296	-1.04013477187531	1.20187617236709	-0.865425903091806	0.386805068801364	NA
ENSG00000010539.7	59.2246880984364	2.02501646354188	0.47724247154404	4.24316062438925	2.20393568794136e-05	0.0025814794536148
ENSG00000010626.10	18.4091034236226	0.61410496162836	0.687110533320714	0.893749887169496	0.371455727078402	0.605385195855545
ENSG00000010671.11	166.580184689525	-1.11990367071501	0.378868921637595	-2.95591326381278	0.0031174474608038	0.046272195368625
ENSG00000010704.14	98.5115432834366	0.724603866945736	0.41636435198157	1.74031197314848	0.0818042527908794	0.238178651231486
ENSG00000010803.12	85.5341636054538	-0.204628564938042	0.421207914801953	-0.485813674784	0.627099277874621	0.800666092224754
ENSG00000010810.13	24.8500655242479	-0.490534412039789	0.599256392699094	-0.818571846735563	0.413030735012901	0.642309235332262
ENSG00000010818.4	3.39894156670551	0.186684837904038	1.46387462749913	0.127527886881248	0.898522602831369	NA
ENSG00000011007.8	231.525341604206	0.570640354983836	0.361346307365967	1.579206272076	0.114288751797667	0.293500187758262
ENSG00000011009.6	124.428364291446	0.713044947817081	0.378989574686879	1.88143684006664	0.0599125194236404	0.19927652006915
ENSG00000011021.17	169.235070366562	0.522695642765324	0.36580704194582	1.42888349000876	0.153037723487503	0.351308742025639
ENSG00000011028.9	72.5738000926328	0.475672754974595	0.496342580329574	0.95835572813186	0.33788341146488	0.572669336575267
ENSG00000011052.17	39.6251160270063	0.323672638563329	0.550273227630616	0.58820350020845	0.556395708273993	0.753515163046443
ENSG00000011105.7	2.69968564421368	-0.937793313958957	1.71230317511727	-0.547679480822508	0.583912003841873	NA
ENSG00000011114.10	64.8738773762043	0.541608158896146	0.448290579479432	1.20816315061779	0.226984512765266	0.448971407225211
ENSG00000011132.7	23.6188081064765	1.43156911490401	0.61061362113708	2.34447622088442	0.0190538254767671	0.10677593107858
ENSG00000011143.12	56.0572764414762	0.0419501758840993	0.462818822074987	0.0906406003455547	0.927778170284031	0.968397671733894
ENSG00000011198.3	294.480716959208	1.49075353750276	0.377020361885405	3.95403985622365	7.68426005882083e-05	0.00627315048438282
ENSG00000011243.13	346.034377005278	0.898713392513845	0.338635937202725	2.65392208499073	0.0079562195756645	0.0730291500403413
ENSG00000011258.11	128.037781849025	0.632223346434371	0.360016262899377	1.75609663114323	0.0790719102692549	0.234151938736326
